ExperimentID,Tray Location,Pot Location,Ecotype ID,Ecotype Name,Plant ID,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1C1,7411,Wl-0,35011,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1C2,8364,Ra-0,35012,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1C3,8261,Bg-2,35013,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1C4,,npq4,35014,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1C5,260,PAR-5,35015,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1D1,7328,Sf-2,35016,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1D2,8281,cvi,35017,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1D3,8324,Ler-1,35018,,,,,,,,,,,,,,,,,,,
BVZ0073,1,1D4,8279,Col-0,35019,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2A1,7026,Boot-1,35020,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2A2,7405,Wc-2,35021,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2A3,5832,App1-16,35022,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2A4,7344,Sg-1,35023,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2A5,7418,Zu-1,35024,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2B1,7029,Bch-3,35025,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2B2,8338,Mr-0,35026,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2B3,374,TOU-H-13,35027,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2B4,6008,Duk,35028,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2B5,8242,Lillo-1,35029,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2C1,8296,Gd-1,35030,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2C2,8273,C24,35031,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2C3,8426,Ull1-1,35032,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2C4,6042,Lom1-1,35033,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2C5,5056,UKSE06-192,35034,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2D1,7328,Sf-2,35035,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2D2,8281,cvi,35036,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2D3,8324,Ler-1,35037,,,,,,,,,,,,,,,,,,,
BVZ0073,2,2D4,8279,Col-0,35038,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3A1,7004,Bs-2,35039,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3A2,259,PAR-4,35040,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3A3,7239,Li-2,35041,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3A4,8400,Van-0,35042,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3A5,178,MIB-28,35043,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3B1,7013,Bd-0,35044,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3B2,8310,Hs-0,35045,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3B3,7508,PHW-37,35046,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3B4,7210,La-1,35047,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3B5,7291,Pa-2,35048,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3C1,6994,Ann-1,35049,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3C2,7282,Or-0,35050,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3C3,7355,Tiv-1,35051,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3C4,7176,Is-1,35052,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3C5,6727,CIBC-2,35053,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3D1,7328,Sf-2,35054,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3D2,8281,cvi,35055,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3D3,8324,Ler-1,35056,,,,,,,,,,,,,,,,,,,
BVZ0073,3,3D4,8279,Col-0,35057,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4A1,8385,Sq-8,35058,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4A2,362,TOU-C-3,35059,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4A3,8269,Br-0,35060,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4A4,8333,Lp2-6,35061,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4A5,7301,Pla-1,35062,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4B1,8294,Fei-0,35063,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4B2,7386,Vi-0,35064,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4B3,8234,Gul1-2,35065,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4B4,7143,Gel-1,35066,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4B5,149,LDV-58,35067,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4C1,8406,Ws-2,35068,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4C2,5987,DraIV 6-16,35069,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4C3,7000,Aa-0,35070,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4C4,7102,Do-0,35071,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4C5,7195,Kl-1,35072,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4D1,7328,Sf-2,35073,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4D2,8281,cvi,35074,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4D3,8324,Ler-1,35075,,,,,,,,,,,,,,,,,,,
BVZ0073,4,4D4,8279,Col-0,35076,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5A1,8243,PHW-2,35077,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5A2,7030,Bch-4,35078,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5A3,8322,Kz-9,35079,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5A4,7381,Uk-4,35080,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5A5,7382,Utrecht,35081,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5B1,7507,PHW-36,35082,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5B2,328,TOU-A1-62,35083,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5B3,8389,Ta-0,35084,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5B4,7504,PHW-33,35085,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5B5,5202,UKSE06-414,35086,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5C1,8236,HSm,35087,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5C2,7277,Ob-1,35088,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5C3,8308,HR-10,35089,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5C4,7078,Co-2,35090,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5C5,8253,An-1,35091,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5D1,7328,Sf-2,35092,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5D2,8281,cvi,35093,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5D3,8324,Ler-1,35094,,,,,,,,,,,,,,,,,,,
BVZ0073,5,5D4,8279,Col-0,35095,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6A1,8271,Bu-0,35096,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6A2,6729,CIBC-4,35097,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6A3,8324,Ler-1,35098,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6A4,8281,cvi,35099,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6A5,7021,Bla-3,35100,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6B1,6190,TDr-3,35101,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6B2,7113,Ei-4,35102,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6B3,7265,Nd-0,35103,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6B4,8258,Ba4-1,35104,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6B5,7351,Ty-0,35105,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6C1,5606,UKNW06-436,35106,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6C2,7158,Gr-5,35107,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6C3,8393,Ts-5,35108,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6C4,7110,Ede-1,35109,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6C5,6039,Hovdala-2,35110,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6D1,7328,Sf-2,35111,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6D2,8281,cvi,35112,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6D3,8324,Ler-1,35113,,,,,,,,,,,,,,,,,,,
BVZ0073,6,6D4,8279,Col-0,35114,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7A1,8381,Sorbo,35115,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7A2,7337,Si-0,35116,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7A3,8256,Ba1-2,35117,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7A4,8247,San-2,35118,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7A5,7128,Est-0,35119,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7B1,7139,Fi-1,35120,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7B2,7178,Jm-1,35121,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7B3,7031,Bsch-0,35122,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7B4,7079,Co-3,35123,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7B5,7280,Old-1,35124,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7C1,96,LAC-5,35125,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7C2,8289,Ei-2,35126,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7C3,8374,Rsch-4,35127,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7C4,8278,Co,35128,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7C5,7229,Li-6,35129,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7D2,8281,cvi,35130,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7D3,8324,Ler-1,35131,,,,,,,,,,,,,,,,,,,
BVZ0073,7,7D4,8279,Col-0,35132,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8A1,8395,Tu-0,35133,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8A2,7015,Bla-1,35134,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8A3,7260,Nw-2,35135,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8A4,7145,Ge-1,35136,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8A5,,lut2,35137,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8B1,8340,Ms-0,35138,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8B2,8334,Lu-1,35139,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8B3,7238,Ll-1,35140,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8B4,7309,Po-1,35141,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8B5,6016,Eds-1,35142,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8C1,8303,H55,35143,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8C2,7376,Tu-1,35144,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8C3,7430,Nc-1,35145,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8C4,383,TOU-J-3,35146,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8C5,7413,Wil-2,35147,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8D1,7328,Sf-2,35148,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8D2,8281,cvi,35149,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8D3,8324,Ler-1,35150,,,,,,,,,,,,,,,,,,,
BVZ0073,8,8D4,8279,Col-0,35151,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9A1,7479,PHW-10,35152,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9A2,641,LI-OF-095,35153,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9A3,6810,KNO-11,35154,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9A4,8241,Liarum,35155,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9A5,281,TOU-A1-115,35156,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9B1,7457,RLD-2,35157,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9B2,8420,Kelsterbach-4,35158,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9B3,7044,Bu-2,35159,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9B4,8384,Sq-1,35160,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9B5,8337,Mir-0,35161,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9C1,5160,UKSE06-351,35162,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9C2,7284,Ors-2,35163,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9C3,7149,Gu-0,35164,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9C4,7116,Eil-0,35165,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9C5,8274,Can-0,35166,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9D1,7328,Sf-2,35167,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9D2,8281,cvi,35168,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9D3,8324,Ler-1,35169,,,,,,,,,,,,,,,,,,,
BVZ0073,9,9D4,8279,Col-0,35170,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10A1,173,MIB-22,35171,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10A2,6989,Alst-1,35172,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10A3,8321,Kz-13,35173,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10A4,7227,Li-5:2,35174,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10A5,8336,Lz-0,35175,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10B1,7228,Li-5:3,35176,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10B2,7310,Pr-0,35177,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10B3,8339,Mrk-0,35178,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10B4,7186,Kn-0,35179,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10B5,6096,T1060,35180,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10C1,8342,Mz-0,35181,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10C2,8270,Bs-1,35182,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10C3,7378,Uk-1,35183,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10C4,7300,Pla-0,35184,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10C5,6996,An-2,35185,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10D1,7328,Sf-2,35186,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10D2,8281,cvi,35187,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10D3,8324,Ler-1,35188,,,,,,,,,,,,,,,,,,,
BVZ0073,10,10D4,8279,Col-0,35189,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11A1,7333,Sei-0,35190,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11A2,8291,Est-1,35191,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11A3,8295,Ga-0,35192,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11A4,8248,Shahdara,35193,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11A5,7404,Wc-1,35194,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11B1,9057,Vinslov,35195,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11B2,7408,Wt-3,35196,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11B3,7062,Ca-0,35197,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11B4,6243,Tottarp-2,35198,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11B5,7098,Di-1,35199,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11C1,7292,Pa-3,35200,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11C2,7206,Kro-0,35201,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11C3,8368,Ren-11,35202,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11C4,8392,Ts-1,35203,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11C5,8309,HR-5,35204,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11D1,7328,Sf-2,35205,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11D2,8281,cvi,35206,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11D3,8324,Ler-1,35207,,,,,,,,,,,,,,,,,,,
BVZ0073,11,11D4,8279,Col-0,35208,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12A1,5785,UKID80,35209,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12A2,7115,Ei-6,35210,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12A3,8281,cvi-0,35211,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12A4,8312,Is-0,35212,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12A5,373,TOU-H-12,35213,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12B1,7340,Sav-0,35214,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12B2,8251,Ag-0,35215,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12B3,8222,Lis-2,35216,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12B4,8429,N13,35217,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12B5,6449,ZdrI 2-25,35218,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12C1,6169,TAD 01,35219,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12C2,5158,UKSE06-349,35220,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12C3,7299,Pi-2,35221,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12C4,5742,UKID37,35222,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12C5,7256,Mh-1,35223,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12D1,7328,Sf-2,35224,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12D2,8281,cvi,35225,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12D3,8324,Ler-1,35226,,,,,,,,,,,,,,,,,,,
BVZ0073,12,12D4,8279,Col-0,35227,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13A1,7397,Ws,35228,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13A2,8388,Stw-0,35229,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13A3,7032,Bsch-2,35230,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13A4,7025,Bl-1,35231,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13A5,8264,Bla-1,35232,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13B1,2274,SLSP-30,35233,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13B2,7352,Te-0,35234,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13B3,8404,Wei-0,35235,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13B4,378,TOU-I-17,35236,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13B5,5753,UKID48,35237,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13C1,8796,11PNA4.101,35238,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13C2,6194,TDr-8,35239,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13C3,8407,Wt-5,35240,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13C4,7255,Mh-0,35241,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13C5,8396,Ull2-3,35242,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13D1,7328,Sf-2,35243,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13D2,8281,cvi,35244,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13D3,8324,Ler-1,35245,,,,,,,,,,,,,,,,,,,
BVZ0073,13,13D4,8279,Col-0,35246,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14A1,7106,Dr-0,35247,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14A2,7199,Kl-5,35248,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14A3,7353,Tha-1,35249,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14A4,8304,Hi-0,35250,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14A5,6744,CSHL-5,35251,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14B1,6318,UduI 1-34,35252,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14B2,8409,Zdr-1,35253,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14B3,66,CAM-61,35254,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14B4,7169,Hh-0,35255,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14B5,8398,Uod-1,35256,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14C1,7392,Wag-5,35257,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14C2,8280,Ct-1,35258,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14C3,386,TOU-K-3,35259,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14C4,7297,Pf-0,35260,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14C5,7192,Kil-0,35261,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14D1,7328,Sf-2,35262,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14D2,8281,cvi,35263,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14D3,8324,Ler-1,35264,,,,,,,,,,,,,,,,,,,
BVZ0073,14,14D4,8279,Col-0,35265,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15A1,8610,11ME1.32,35266,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15A2,6020,FjA1-5,35267,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15A3,8387,St-0,35268,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15A4,7151,Go-0,35269,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15A5,7163,Ha-0,35270,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15B1,8259,Ba5-1,35271,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15B2,7483,PHW1-4,35272,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15B3,8288,Edi-0,35273,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15B4,8343,Na-1,35274,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15B5,5837,Bor-1,35275,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15C1,8350,Omo2-3,35276,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15C2,6005,DraIV 6-35,35277,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15C3,7024,Bla-6,35278,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15C4,8360,Pro-0,35279,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15C5,8344,Nd-1,35280,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15D2,8281,cvi,35281,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15D3,8324,Ler-1,35282,,,,,,,,,,,,,,,,,,,
BVZ0073,15,15D4,8279,Col-0,35283,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16A1,,npq1,35284,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16A2,6987,Ak-1,35285,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16A3,6990,Amel-1,35286,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16A4,6992,Ang-0,35287,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16A5,7002,Baa-1,35288,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16B1,7011,Be-1,35289,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16B2,7069,Cha-0,35290,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16B3,7071,Chat-1,35291,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16B4,7073,Chi-1,35292,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16B5,7080,Co-4,35293,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16C1,7092,Com-1,35294,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16C2,7094,Da-0,35295,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16C3,7104,Dra-1,35296,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16C4,7123,Ep-0,35297,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16C5,7172,Hl-3,35298,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16D1,7328,Sf-2,35299,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16D2,8281,cvi,35300,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16D3,8324,Ler-1,35301,,,,,,,,,,,,,,,,,,,
BVZ0073,16,16D4,8279,Col-0,35302,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
